URL,Domain,Country,Status,Status_Code,Title,Healthcare_Type,Source,Validated_Date
https://www.acalta.de,acalta.de,Germany,Active,200,Acalta – Rethink Digital Healthcare,Digital Health,Final Comprehensive Search,2025-07-21 09:12:28
https://www.actimi.com,actimi.com,Unknown,Active,200,ACTIMI Digitaler Datenaustausch nach MDR,Digital Health,Final Comprehensive Search,2025-07-21 09:12:29
https://www.emmora.de,emmora.de,Germany,Active,200,Die Ahorn Gruppe führt Emmora fort und erweitert ihr digitales Angebot im Bereich Bestattungsvorsorg...,Digital Health,Final Comprehensive Search,2025-07-21 09:12:31
https://www.alfa-ai.com,alfa-ai.com,Unknown,Active,200,Artificial Intelligence Fitness Coach | ALFA AI,AI/ML Healthcare,Final Comprehensive Search,2025-07-21 09:12:33
https://www.apheris.com,apheris.com,Unknown,Active,200,Improve AI model performance with life sciences data networks - www.apheris.com,AI/ML Healthcare,Final Comprehensive Search,2025-07-21 09:12:34
https://www.aporize.com/,aporize.com,Unknown,Active,200,Aporize,Healthcare Services,Final Comprehensive Search,2025-07-21 09:12:39
https://shop.getnutrio.com/,shop.getnutrio.com,Unknown,Active,200,Aurora Nutrio - Deine All-in-One Tracking-Lösung,Healthcare Services,Final Comprehensive Search,2025-07-21 09:12:40
https://www.auta.health/,auta.health,Unknown,Active,200,Auta Health,Healthcare Services,Final Comprehensive Search,2025-07-21 09:12:41
https://visioncheckout.com/,visioncheckout.com,Unknown,Active,200,Wir bringen Kassen das Sehen bei - visioncheckout,Healthcare Services,Final Comprehensive Search,2025-07-21 09:12:43
https://www.avayl.tech/,avayl.tech,Unknown,Active,200,AVAYL | AI for Medical Affairs,AI/ML Healthcare,Final Comprehensive Search,2025-07-21 09:12:44
https://www.avimedical.com/avi-impact,avimedical.com,Unknown,Active,200,avi Impact: Digitale Begleitung für Herz-Kreislauf-Erkrankungen,Digital Health,Final Comprehensive Search,2025-07-21 09:12:45
https://de.becureglobal.com/,de.becureglobal.com,Belgium,Active,200,Becure,Healthcare Services,Final Comprehensive Search,2025-07-21 09:12:49
https://bellehealth.co/de/,bellehealth.co,Unknown,Active,200,Belle – Dein PMDS-Tracker,Healthcare Services,Final Comprehensive Search,2025-07-21 09:12:50
https://www.biotx.ai/,biotx.ai,Unknown,Active,200,No title found,AI/ML Healthcare,Final Comprehensive Search,2025-07-21 09:12:51
https://www.brainjo.de/,brainjo.de,Germany,Active,200,brainjo |  taking health to the next dimension 😎✨,AI/ML Healthcare,Final Comprehensive Search,2025-07-21 09:12:53
https://brea.app/,brea.app,Unknown,Active,200,Brea | App Coming Soon,Digital Health,Final Comprehensive Search,2025-07-21 09:12:55
https://breathment.com/,breathment.com,Unknown,Active,200,Redirecting...,Healthcare Services,Final Comprehensive Search,2025-07-21 09:12:56
https://de.caona.eu/,de.caona.eu,Unknown,Error,N/A,Error: <urlopen error [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE,Unknown,Final Comprehensive Search,2025-07-21 09:12:57
https://www.careanimations.de/,careanimations.de,Germany,Active,200,Animierte Informationsvideos | Careanimations,Healthcare Services,Final Comprehensive Search,2025-07-21 09:13:00
https://sfs-healthcare.com,sfs-healthcare.com,Unknown,Active,200,Startseite - sfs healthcare,Healthcare Services,Final Comprehensive Search,2025-07-21 09:13:03
https://www.climedo.de/,climedo.de,Germany,Active,200,Climedo | Das führende europäische eCOA-System,Healthcare Services,Final Comprehensive Search,2025-07-21 09:13:05
https://www.cliniserve.de/,cliniserve.de,Germany,Active,200,Entlastung in der Pflege,Healthcare Services,Final Comprehensive Search,2025-07-21 09:13:07
https://cogthera.de/,cogthera.de,Germany,Active,200,Kognitives Training für Menschen mit MCI und leichter Demenz,AI/ML Healthcare,Final Comprehensive Search,2025-07-21 09:13:10
https://www.comuny.de/,comuny.de,Germany,Active,200,Dieser Account ist zur Zeit nicht erreichbar,Healthcare Services,Final Comprehensive Search,2025-07-21 09:13:11
https://curecurve.de/,curecurve.de,Germany,Active,200,CureCurve Medical AI,AI/ML Healthcare,Final Comprehensive Search,2025-07-21 09:13:13
https://www.cynteract.com/,cynteract.com,Unknown,Active,200,Cynteract,Healthcare Services,Final Comprehensive Search,2025-07-21 09:13:15
https://www.healthmeapp.de/,healthmeapp.de,Germany,Active,200,HealthMe die Digitale Ernährungsnavigator App für gesundes Essen,Digital Health,Final Comprehensive Search,2025-07-21 09:13:17
https://deepeye.ai/,deepeye.ai,Unknown,Active,200,AI Therapy Assistant for Retinal Diseases | deepeye Medical,AI/ML Healthcare,Final Comprehensive Search,2025-07-21 09:13:19
https://www.deepmentation.ai/,deepmentation.ai,Unknown,Active,200,deepmentation.ai – Wir bringen KI in Ihr Unternehmen.,AI/ML Healthcare,Final Comprehensive Search,2025-07-21 09:13:21
https://denton-systems.de/,denton-systems.de,Germany,HTTP Error,410,HTTP Error 410,Unknown,Final Comprehensive Search,2025-07-21 09:13:23
https://www.derma2go.com/,derma2go.com,Unknown,Active,200,Online Hautarzt ohne Termin: Schnelle Diagnose,Digital Health,Final Comprehensive Search,2025-07-21 09:13:26
https://www.dianovi.com/,dianovi.com,Unknown,Active,200,Produkt | Dianovi,Healthcare Services,Final Comprehensive Search,2025-07-21 09:13:27
http://dopavision.com/,dopavision.com,Unknown,Active,200,Dopavision,Healthcare Services,Final Comprehensive Search,2025-07-21 09:13:29
https://www.dpv-analytics.com/,dpv-analytics.com,Unknown,Active,200,Startseite - dpv-analytics GmbH,Healthcare Services,Final Comprehensive Search,2025-07-21 09:13:31
http://www.ecovery.de/,ecovery.de,Germany,Active,200,App auf Rezept bei Rückenschmerzen | eCovery,Digital Health,Final Comprehensive Search,2025-07-21 09:13:33
https://elixionmedical.com/,elixionmedical.com,Unknown,Active,200,home,Healthcare Services,Final Comprehensive Search,2025-07-21 09:13:35
https://www.empident.de/,empident.de,Germany,Active,200,Digitale Zahnarztpraxis - ENG - EMPIDENT,Digital Health,Final Comprehensive Search,2025-07-21 09:13:37
https://eye2you.ai/,eye2you.ai,Unknown,Active,200,Health AI - Eye2you,AI/ML Healthcare,Final Comprehensive Search,2025-07-21 09:13:38
https://www.fitwhit.de,fitwhit.de,Germany,Active,200,No title found,Healthcare Services,Final Comprehensive Search,2025-07-21 09:13:40
https://www.floy.com/,floy.com,Unknown,Active,200,Floy | Maximize. Human. Health.,Healthcare Services,Final Comprehensive Search,2025-07-21 09:13:41
https://fyzo.de/,fyzo.de,Germany,Active,200,fyzo,Healthcare Services,Final Comprehensive Search,2025-07-21 09:13:43
https://www.gesund.de/,gesund.de,Germany,Active,200,gesund.de,Healthcare Services,Final Comprehensive Search,2025-07-21 09:13:45
https://www.glaice.de/,glaice.de,Germany,Active,200,GLAICE Health,AI/ML Healthcare,Final Comprehensive Search,2025-07-21 09:13:46
