URL,Domain,Country,Status,Status_Code,Title,Healthcare_Type,Source,Validated_Date
https://www.acalta.de,www.acalta.de,Germany,Active,200,Acalta – Rethink Digital Healthcare,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:03
https://www.actimi.com,www.actimi.com,Unknown,Active,200,ACTIMI Digitaler Datenaustausch nach MDR,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:04
https://www.emmora.de,www.emmora.de,Germany,Active,200,Die Ahorn Gruppe führt Emmora fort und erweitert ihr digitales Angebot im Bereich Bestattungsvors...,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:06
https://www.alfa-ai.com,www.alfa-ai.com,Unknown,Active,200,Artificial Intelligence Fitness Coach | ALFA AI,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:07
https://www.apheris.com,www.apheris.com,Unknown,Active,200,Improve AI model performance with life sciences data networks - www.apheris.com,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:09
https://www.aporize.com/,www.aporize.com,Unknown,Active,200,Aporize,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:13
https://shop.getnutrio.com/,shop.getnutrio.com,Unknown,Active,200,Aurora Nutrio - Deine All-in-One Tracking-Lösung,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:14
https://www.auta.health/,www.auta.health,Unknown,Active,200,Auta Health,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:15
https://visioncheckout.com/,visioncheckout.com,Unknown,Active,200,Wir bringen Kassen das Sehen bei - visioncheckout,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:17
https://www.avayl.tech/,www.avayl.tech,Unknown,Active,200,AVAYL | AI for Medical Affairs,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:18
https://www.avimedical.com/avi-impact,www.avimedical.com,Unknown,Active,200,avi Impact: Digitale Begleitung für Herz-Kreislauf-Erkrankungen,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:19
https://de.becureglobal.com/,de.becureglobal.com,Unknown,Active,200,Becure,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:23
https://bellehealth.co/de/,bellehealth.co,Unknown,Active,200,Belle – Dein PMDS-Tracker,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:25
https://www.biotx.ai/,www.biotx.ai,Unknown,Active,200,No title found,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:26
https://www.brainjo.de/,www.brainjo.de,Germany,Active,200,brainjo | taking health to the next dimension 😎✨,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:28
https://brea.app/,brea.app,Unknown,Active,200,Brea | App Coming Soon,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:29
https://breathment.com/,breathment.com,Unknown,Active,200,Redirecting...,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:30
https://www.careanimations.de/,www.careanimations.de,Germany,Active,200,Animierte Informationsvideos | Careanimations,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:34
https://sfs-healthcare.com,sfs-healthcare.com,Unknown,Active,200,Startseite - sfs healthcare,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:36
https://www.climedo.de/,www.climedo.de,Germany,Active,200,Climedo | Das führende europäische eCOA-System,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:39
https://www.cliniserve.de/,www.cliniserve.de,Germany,Active,200,Entlastung in der Pflege,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:40
https://cogthera.de/,cogthera.de,Germany,Active,200,Kognitives Training für Menschen mit MCI und leichter Demenz,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:44
https://www.comuny.de/,www.comuny.de,Germany,Active,200,Dieser Account ist zur Zeit nicht erreichbar,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:46
https://curecurve.de/elina-app/,curecurve.de,Germany,Active,200,Solutions &#8211; CureCurve Medical AI,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:48
https://www.cynteract.com/de/rehabilitation,www.cynteract.com,Unknown,Error,N/A,Error: HTTP Error 404: Not Found,Unknown,Enhanced Comprehensive Search,2025-07-21 09:21:49
https://www.healthmeapp.de/de/,www.healthmeapp.de,Germany,Active,200,HealthMe die Digitale Ernährungsnavigator App für gesundes Essen,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:52
https://deepeye.ai/,deepeye.ai,Unknown,Active,200,AI Therapy Assistant for Retinal Diseases | deepeye Medical,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:54
https://www.deepmentation.ai/,www.deepmentation.ai,Unknown,Active,200,deepmentation.ai – Wir bringen KI in Ihr Unternehmen.,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:21:57
https://denton-systems.de/,denton-systems.de,Germany,Error,N/A,Error: HTTP Error 403: Forbidden,Unknown,Enhanced Comprehensive Search,2025-07-21 09:21:58
https://www.derma2go.com/,www.derma2go.com,Unknown,Active,200,Online Hautarzt ohne Termin: Schnelle Diagnose,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:22:01
https://www.dianovi.com/,www.dianovi.com,Unknown,Active,200,Produkt | Dianovi,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:22:02
http://dopavision.com/,dopavision.com,Unknown,Active,200,Dopavision,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:22:04
https://www.dpv-analytics.com/,www.dpv-analytics.com,Unknown,Active,200,Startseite - dpv-analytics GmbH,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:22:06
http://www.ecovery.de/,www.ecovery.de,Germany,Active,200,App auf Rezept bei Rückenschmerzen | eCovery,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:22:09
https://elixionmedical.com/,elixionmedical.com,Unknown,Active,200,home,AI/ML Healthcare,Enhanced Comprehensive Search,2025-07-21 09:22:10
