URL,Domain,Country,Status,Status_Code,Title,Healthcare_Type,Source,Validated_Date
https://www.acalta.de,acalta.de,Germany,Active,200,Acalta – Rethink Digital Healthcare,AI/ML Healthcare,Comprehensive Search,2025-07-21 09:05:36
https://www.actimi.com,actimi.com,International/US,Active,200,ACTIMI Digitaler Datenaustausch nach MDR,AI/ML Healthcare,Comprehensive Search,2025-07-21 09:05:38
https://www.emmora.de,emmora.de,Germany,Active,200,Die Ahorn Gruppe führt Emmora fort und erweitert ihr digitales Angebot im Bereich Bestattungsvors...,AI/ML Healthcare,Comprehensive Search,2025-07-21 09:05:40
https://www.alfa-ai.com,alfa-ai.com,International/US,Active,200,Artificial Intelligence Fitness Coach | ALFA AI,AI/ML Healthcare,Comprehensive Search,2025-07-21 09:05:42
https://www.apheris.com,apheris.com,International/US,Active,200,Improve AI model performance with life sciences data networks - www.apheris.com,AI/ML Healthcare,Comprehensive Search,2025-07-21 09:05:43
https://www.aporize.com/,aporize.com,International/US,Active,200,Aporize,AI/ML Healthcare,Comprehensive Search,2025-07-21 09:05:45
https://shop.getnutrio.com/,shop.getnutrio.com,International/US,Active,200,Aurora Nutrio - Deine All-in-One Tracking-Lösung,AI/ML Healthcare,Comprehensive Search,2025-07-21 09:05:47
https://www.auta.health/,auta.health,Unknown,Active,200,Auta Health,AI/ML Healthcare,Comprehensive Search,2025-07-21 09:05:48
https://visioncheckout.com/,visioncheckout.com,International/US,Active,200,Wir bringen Kassen das Sehen bei - visioncheckout,AI/ML Healthcare,Comprehensive Search,2025-07-21 09:05:50
https://www.avayl.tech/,avayl.tech,Unknown,Active,200,AVAYL | AI for Medical Affairs,AI/ML Healthcare,Comprehensive Search,2025-07-21 09:05:51
https://www.avimedical.com/avi-impact,avimedical.com,International/US,Active,200,avi Impact: Digitale Begleitung für Herz-Kreislauf-Erkrankungen,AI/ML Healthcare,Comprehensive Search,2025-07-21 09:05:52
https://de.becureglobal.com/,de.becureglobal.com,International/US,Active,200,Becure,AI/ML Healthcare,Comprehensive Search,2025-07-21 09:05:55
