URL,Domain,Country
https://www.deepmind.com,deepmind.com,International
https://www.praxisdienst.de,praxisdienst.de,Germany
https://www.pharmazeutische-zeitung.de,pharmazeutische-zeitung.de,Germany
https://www.maillefer.com,maillefer.com,International
https://www.amboss.com,amboss.com,International
https://www.google.com/health,google.com,International
https://www.biotest.com,biotest.com,International
https://www.cordis.de,cordis.de,Germany
https://www.ada-health.com,ada-health.com,International
https://www.medi.de,medi.de,Germany
https://www.gleamer.ai,gleamer.ai,International
https://www.astrazeneca.ch,astrazeneca.ch,Switzerland
https://www.leica-microsystems.com,leica-microsystems.com,International
https://www.schattauer.de,schattauer.de,Germany
https://www.exondys51.de,exondys51.de,Germany
https://www.wiley.de,wiley.de,Germany
https://www.heine.com,heine.com,International
https://www.medgate.fr,medgate.fr,France
https://www.santaris.de,santaris.de,Germany
https://www.neomedlight.com,neomedlight.com,International
https://www.immunodiagnostic.nl,immunodiagnostic.nl,Netherlands
https://www.mckesson.de,mckesson.de,Germany
https://www.teleflex.de,teleflex.de,Germany
https://www.resapp.co.uk,resapp.co.uk,United Kingdom
https://www.bien-air.de,bien-air.de,Germany
https://www.shionogi.de,shionogi.de,Germany
https://www.sensyne.com,sensyne.com,International
https://www.polyphor.com,polyphor.com,International
https://www.astellas.nl,astellas.nl,Netherlands
https://www.alnylam.de,alnylam.de,Germany
https://www.nanobiotix.com,nanobiotix.com,International
https://www.ratiopharm.de,ratiopharm.de,Germany
https://www.takeda.ch,takeda.ch,Switzerland
https://www.immunitas.ch,immunitas.ch,Switzerland
https://www.roche.de,roche.de,Germany
https://www.patterson-dental.de,patterson-dental.de,Germany
https://www.boehringer.ch,boehringer.ch,Switzerland
https://www.netdoktor.de,netdoktor.de,Germany
https://www.dreamquark.com,dreamquark.com,International
https://www.presagen.co.uk,presagen.co.uk,United Kingdom
https://www.pharnext.com,pharnext.com,International
https://www.synthego.de,synthego.de,Germany
https://www.eisai.de,eisai.de,Germany
https://www.gensight.com,gensight.com,International
https://www.dainippon-pharma.de,dainippon-pharma.de,Germany
https://www.predilife.co.uk,predilife.co.uk,United Kingdom
https://www.remedee.fr,remedee.fr,France
https://www.ferring.nl,ferring.nl,Netherlands
https://www.scribe-therapeutics.de,scribe-therapeutics.de,Germany
https://www.radiomics.fr,radiomics.fr,France
https://www.aqemia.com,aqemia.com,International
https://www.medadom.com,medadom.com,International
https://www.lysogene.com,lysogene.com,International
https://www.mundipharma.ch,mundipharma.ch,Switzerland
https://www.maquet.com,maquet.com,International
https://www.livi.fr,livi.fr,France
https://www.bayer.com,bayer.com,International
https://www.luxturna.de,luxturna.de,Germany
https://www.amondys45.de,amondys45.de,Germany
https://www.pluradent.de,pluradent.de,Germany
https://www.isis-pharmaceuticals.de,isis-pharmaceuticals.de,Germany
https://www.kuros.ch,kuros.ch,Switzerland
https://www.molecular-devices.nl,molecular-devices.nl,Netherlands
https://www.acerta-pharma.com,acerta-pharma.com,International
https://www.polyplus.com,polyplus.com,International
https://www.depuy.de,depuy.de,Germany
https://www.celgene.ch,celgene.ch,Switzerland
https://www.owkin.com,owkin.com,International
https://www.vitolarsen.de,vitolarsen.de,Germany
https://www.accurx.com,accurx.com,International
https://www.merck.de,merck.de,Germany
https://www.pixyl.co.uk,pixyl.co.uk,United Kingdom
https://www.roche.com,roche.com,International
https://www.oncostem.fr,oncostem.fr,France
https://www.skylinedx.co.uk,skylinedx.co.uk,United Kingdom
https://www.pfizer.de,pfizer.de,Germany
https://www.heraeus-medical.com,heraeus-medical.com,International
https://www.qiagen.com,qiagen.com,International
https://www.sanofi.com,sanofi.com,International
https://www.amiko.nl,amiko.nl,Netherlands
https://www.compressana.de,compressana.de,Germany
https://www.sanvartis.com,sanvartis.com,International
https://www.epigene.fr,epigene.fr,France
https://www.benevolent.ai,benevolent.ai,International
https://www.adocia.com,adocia.com,International
https://www.crispr.de,crispr.de,Germany
https://www.echovox.fr,echovox.fr,France
https://www.astrazeneca.com,astrazeneca.com,International
https://www.welcoop.com,welcoop.com,International
https://www.ferring.ch,ferring.ch,Switzerland
https://www.dentsply-sirona.com,dentsply-sirona.com,International
https://www.maiia.com,maiia.com,International
https://www.synthace.com,synthace.com,International
https://www.eteplirsen.de,eteplirsen.de,Germany
https://www.arrowhead.de,arrowhead.de,Germany
https://www.ofa-bamberg.de,ofa-bamberg.de,Germany
https://www.intel.com/content/www/us/en/healthcare-it/overview.html,intel.com,International
https://www.siemens-healthineers.com,siemens-healthineers.com,International
https://www.ultradent.de,ultradent.de,Germany
https://www.alliance-pharma.co.uk,alliance-pharma.co.uk,United Kingdom
https://www.mindtech.health,mindtech.health,International
https://www.sirona.de,sirona.de,Germany
https://www.uniqure.de,uniqure.de,Germany
https://www.patientus.de,patientus.de,Germany
https://www.allscripts.de,allscripts.de,Germany
https://www.fitlane.com,fitlane.com,International
https://www.heraeus-kulzer.com,heraeus-kulzer.com,International
https://www.novartis.nl,novartis.nl,Netherlands
https://www.editas.de,editas.de,Germany
https://www.teleclinic.com,teleclinic.com,International
https://www.cellyx.ch,cellyx.ch,Switzerland
https://www.caresyntax.com,caresyntax.com,International
https://www.lilly.de,lilly.de,Germany
https://www.vectura-group.com,vectura-group.com,International
https://www.emflaza.de,emflaza.de,Germany
https://www.microsoft.com/en-us/industry/health,microsoft.com,International
https://www.cyprotex.ch,cyprotex.ch,Switzerland
https://www.basecamp-research.com,basecamp-research.com,International
https://www.philips.de,philips.de,Germany
https://www.pharmeasyuk.com,pharmeasyuk.com,International
https://www.docplanner.de,docplanner.de,Germany
https://www.silence.de,silence.de,Germany
https://www.galapagos.com,galapagos.com,International
https://www.cook-medical.de,cook-medical.de,Germany
https://www.samedi.de,samedi.de,Germany
https://www.mediq.com,mediq.com,International
https://www.pico.co.uk,pico.co.uk,United Kingdom
https://www.theia.co.uk,theia.co.uk,United Kingdom
https://www.echo.co.uk,echo.co.uk,United Kingdom
https://www.medacta.com,medacta.com,International
https://www.hikma.com,hikma.com,International
https://www.aidence.com,aidence.com,International
https://www.biotechne.nl,biotechne.nl,Netherlands
https://www.zoe.com,zoe.com,International
https://www.docdok.fr,docdok.fr,France
https://www.cydar.com,cydar.com,International
https://www.adaptimmune.de,adaptimmune.de,Germany
https://www.servier.de,servier.de,Germany
https://www.biotronik.com,biotronik.com,International
https://www.ibionext.com,ibionext.com,International
https://www.sandoz.de,sandoz.de,Germany
https://www.evonik.de/health,evonik.de,Germany
https://www.sensyne.co.uk,sensyne.co.uk,United Kingdom
https://www.planmeca.de,planmeca.de,Germany
https://www.abbvie.nl,abbvie.nl,Netherlands
https://www.merck-serono.ch,merck-serono.ch,Switzerland
https://www.medtronic.nl,medtronic.nl,Netherlands
https://www.mectron.de,mectron.de,Germany
https://www.gesundheitsinformation.de,gesundheitsinformation.de,Germany
https://www.vetter-pharma.com,vetter-pharma.com,International
https://www.mindmaze.co.uk,mindmaze.co.uk,United Kingdom
https://www.sherlock-biosciences.de,sherlock-biosciences.de,Germany
