url,source,confidence,category
https://www.acalta.de,User Verified,10,Verified Health Tech
https://www.actimi.com,User Verified,10,Verified Health Tech
https://www.emmora.de,User Verified,10,Verified Health Tech
https://www.alfa-ai.com,User Verified,10,Verified Health Tech
https://www.apheris.com,User Verified,10,Verified Health Tech
https://www.aporize.com/,User Verified,10,Verified Health Tech
https://www.arztlena.com/,User Verified,10,Verified Health Tech
https://shop.getnutrio.com/,User Verified,10,Verified Health Tech
https://www.auta.health/,User Verified,10,Verified Health Tech
https://visioncheckout.com/,User Verified,10,Verified Health Tech
https://www.avayl.tech/,User Verified,10,Verified Health Tech
https://www.avimedical.com/avi-impact,User Verified,10,Verified Health Tech
https://de.becureglobal.com/,User Verified,10,Verified Health Tech
https://bellehealth.co/de/,User Verified,10,Verified Health Tech
https://www.biotx.ai/,User Verified,10,Verified Health Tech
https://www.brainjo.de/,User Verified,10,Verified Health Tech
https://brea.app/,User Verified,10,Verified Health Tech
https://breathment.com/,User Verified,10,Verified Health Tech
https://de.caona.eu/,User Verified,10,Verified Health Tech
https://www.careanimations.de/,User Verified,10,Verified Health Tech
https://sfs-healthcare.com,User Verified,10,Verified Health Tech
https://www.climedo.de/,User Verified,10,Verified Health Tech
https://www.cliniserve.de/,User Verified,10,Verified Health Tech
https://cogthera.de/#erfahren,User Verified,10,Verified Health Tech
https://www.comuny.de/,User Verified,10,Verified Health Tech
https://curecurve.de/elina-app/,User Verified,10,Verified Health Tech
https://www.cynteract.com/de/rehabilitation,User Verified,10,Verified Health Tech
https://www.healthmeapp.de/de/,User Verified,10,Verified Health Tech
https://deepeye.ai/,User Verified,10,Verified Health Tech
https://www.deepmentation.ai/,User Verified,10,Verified Health Tech
https://denton-systems.de/,User Verified,10,Verified Health Tech
https://www.derma2go.com/,User Verified,10,Verified Health Tech
https://www.dianovi.com/,User Verified,10,Verified Health Tech
http://dopavision.com/,User Verified,10,Verified Health Tech
https://www.dpv-analytics.com/,User Verified,10,Verified Health Tech
http://www.ecovery.de/,User Verified,10,Verified Health Tech
https://elixionmedical.com/,User Verified,10,Verified Health Tech
https://www.empident.de/,User Verified,10,Verified Health Tech
https://eye2you.ai/,User Verified,10,Verified Health Tech
https://www.fitwhit.de,User Verified,10,Verified Health Tech
https://www.floy.com/,User Verified,10,Verified Health Tech
https://fyzo.de/assistant/,User Verified,10,Verified Health Tech
https://www.gesund.de/app,User Verified,10,Verified Health Tech
https://www.glaice.de/,User Verified,10,Verified Health Tech
https://gleea.de/,User Verified,10,Verified Health Tech
https://www.guidecare.de/,User Verified,10,Verified Health Tech
https://www.apodienste.com/,User Verified,10,Verified Health Tech
https://www.help-app.de/,User Verified,10,Verified Health Tech
https://www.heynanny.com/,User Verified,10,Verified Health Tech
https://incontalert.de/,User Verified,10,Verified Health Tech
https://home.informme.info/,User Verified,10,Verified Health Tech
https://www.kranushealth.com/de/therapien/haeufiger-harndrang,User Verified,10,Verified Health Tech
https://www.kranushealth.com/de/therapien/inkontinenz,User Verified,10,Verified Health Tech
https://www.doctolib.de,Health Tech Conference,8,Conference Exhibitor
https://www.kaia-health.com,Health Tech Conference,8,Conference Exhibitor
https://www.ada.com,Health Tech Conference,8,Conference Exhibitor
https://www.teleclinic.com,Health Tech Conference,8,Conference Exhibitor
https://www.medwing.com,Health Tech Conference,8,Conference Exhibitor
https://www.zavamed.com,Health Tech Conference,8,Conference Exhibitor
https://www.felmo.de,Health Tech Conference,8,Conference Exhibitor
https://www.viomedo.de,Health Tech Conference,8,Conference Exhibitor
https://www.caresyntax.com,Health Tech Conference,8,Conference Exhibitor
https://www.merantix.com,Health Tech Conference,8,Conference Exhibitor
https://www.contextflow.com,Health Tech Conference,8,Conference Exhibitor
https://www.heartkinetics.com,Health Tech Conference,8,Conference Exhibitor
https://health-software-solution.vercel.app,GitHub: digital health startup,6,GitHub Project
https://pratik0112-telmedsphere.vercel.app,GitHub: telemedicine platform,6,GitHub Project
http://proxectos.citius.usc.es/servando/,GitHub: telemedicine platform,6,GitHub Project
https://telemedicine-mansy.vercel.app,GitHub: telemedicine platform,6,GitHub Project
https://668388d17ae60b0a4a90956b--vermillion-pudding-782646.netlify.app/,GitHub: telemedicine platform,6,GitHub Project
https://zipprr.com/practo-clone/,GitHub: telemedicine platform,6,GitHub Project
https://med-app.io,Generated Pattern,3,Potential Domain
https://doc-app.com,Generated Pattern,3,Potential Domain
https://care-ai.de,Generated Pattern,3,Potential Domain
https://medai.com,Generated Pattern,3,Potential Domain
https://med-digital.com,Generated Pattern,3,Potential Domain
https://clinictech.io,Generated Pattern,3,Potential Domain
https://health-app.de,Generated Pattern,3,Potential Domain
https://doc-digital.de,Generated Pattern,3,Potential Domain
https://clinic-ai.de,Generated Pattern,3,Potential Domain
https://doc-ai.io,Generated Pattern,3,Potential Domain
https://care-smart.de,Generated Pattern,3,Potential Domain
https://healthai.com,Generated Pattern,3,Potential Domain
https://clinic-tech.com,Generated Pattern,3,Potential Domain
https://docdigital.io,Generated Pattern,3,Potential Domain
https://medai.de,Generated Pattern,3,Potential Domain
https://clinicdigital.de,Generated Pattern,3,Potential Domain
https://healthsmart.de,Generated Pattern,3,Potential Domain
https://healthdigital.de,Generated Pattern,3,Potential Domain
https://caresmart.io,Generated Pattern,3,Potential Domain
https://doc-tech.io,Generated Pattern,3,Potential Domain
https://care-ai.io,Generated Pattern,3,Potential Domain
https://care-app.com,Generated Pattern,3,Potential Domain
https://care-ai.com,Generated Pattern,3,Potential Domain
https://careai.de,Generated Pattern,3,Potential Domain
https://care-digital.de,Generated Pattern,3,Potential Domain
https://careapp.de,Generated Pattern,3,Potential Domain
https://docapp.de,Generated Pattern,3,Potential Domain
https://healthtech.com,Generated Pattern,3,Potential Domain
https://clinic-digital.io,Generated Pattern,3,Potential Domain
https://health-tech.com,Generated Pattern,3,Potential Domain
https://med-ai.io,Generated Pattern,3,Potential Domain
https://clinicai.de,Generated Pattern,3,Potential Domain
https://doc-ai.com,Generated Pattern,3,Potential Domain
https://clinic-app.io,Generated Pattern,3,Potential Domain
https://med-app.de,Generated Pattern,3,Potential Domain
https://clinictech.com,Generated Pattern,3,Potential Domain
https://docai.io,Generated Pattern,3,Potential Domain
