URL,Domain,Country,Status,Status_Code,Title,Healthcare_Type,Source,Validated_Date
https://www.acalta.de,www.acalta.de,Germany,Active,200,Acalta – Rethink Digital Healthcare,Digital Health Platform,Manual,2025-07-21 09:01:43
https://www.actimi.com,www.actimi.com,International/US,Active,200,ACTIMI Digitaler Datenaustausch nach MDR,Other,Manual,2025-07-21 09:01:45
https://www.emmora.de,www.emmora.de,Germany,Active,200,Die Ahorn Gruppe führt Emmora fort und erweitert ihr digitales Angebot im Bereic...,Other,Manual,2025-07-21 09:01:47
https://www.alfa-ai.com,www.alfa-ai.com,International/US,Active,200,Artificial Intelligence Fitness Coach | ALFA AI,AI/ML Healthcare,Manual,2025-07-21 09:01:48
https://www.apheris.com,www.apheris.com,International/US,Active,200,Improve AI model performance with life sciences data networks - www.apheris.com,AI/ML Healthcare,Manual,2025-07-21 09:01:50
https://www.aporize.com/,www.aporize.com,International/US,Active,200,Aporize,Other,Manual,2025-07-21 09:01:54
https://www.arztlena.com/,www.arztlena.com,International/US,Inactive,0,<urlopen error [Errno -2] Name or service not known>,Other,Manual,2025-07-21 09:01:55
https://shop.getnutrio.com/,shop.getnutrio.com,International/US,Active,200,Aurora Nutrio - Deine All-in-One Tracking-Lösung,Other,Manual,2025-07-21 09:01:56
https://www.auta.health/,www.auta.health,Health Domain,Active,200,Auta Health,Other,Manual,2025-07-21 09:01:57
https://visioncheckout.com/,visioncheckout.com,International/US,Active,200,Wir bringen Kassen das Sehen bei - visioncheckout,Other,Manual,2025-07-21 09:01:59
https://www.avayl.tech/,www.avayl.tech,Tech Domain,Active,200,AVAYL | AI for Medical Affairs,AI/ML Healthcare,Manual,2025-07-21 09:02:00
https://www.avimedical.com/avi-impact,www.avimedical.com,International/US,Active,200,avi Impact: Digitale Begleitung für Herz-Kreislauf-Erkrankungen,Other,Manual,2025-07-21 09:02:01
https://de.becureglobal.com/,de.becureglobal.com,International/US,Active,200,Becure,Other,Manual,2025-07-21 09:02:05
https://bellehealth.co/de/,bellehealth.co,Unknown,Active,200,Belle – Dein PMDS-Tracker,Wearables/IoT,Manual,2025-07-21 09:02:07
https://www.biotx.ai/,www.biotx.ai,AI Domain,Active,200,,AI/ML Healthcare,Manual,2025-07-21 09:02:08
https://www.brainjo.de/,www.brainjo.de,Germany,Active,200,brainjo | taking health to the next dimension 😎✨,AI/ML Healthcare,Manual,2025-07-21 09:02:10
https://brea.app/,brea.app,App Domain,Active,200,Brea | App Coming Soon,Other,Manual,2025-07-21 09:02:12
https://breathment.com/,breathment.com,International/US,Active,200,Redirecting...,Other,Manual,2025-07-21 09:02:13
https://de.caona.eu/,de.caona.eu,European Union,Inactive,0,<urlopen error [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] ssl/tls alert handshake fail...,AI/ML Healthcare,Manual,2025-07-21 09:02:14
https://www.careanimations.de/,www.careanimations.de,Germany,Active,200,Animierte Informationsvideos | Careanimations,Other,Manual,2025-07-21 09:02:17
https://sfs-healthcare.com,sfs-healthcare.com,International/US,Active,200,Startseite - sfs healthcare,Other,Manual,2025-07-21 09:02:20
https://www.climedo.de/,www.climedo.de,Germany,Active,200,Climedo | Das führende europäische eCOA-System,Other,Manual,2025-07-21 09:02:22
https://www.cliniserve.de/,www.cliniserve.de,Germany,Active,200,Entlastung in der Pflege,Other,Manual,2025-07-21 09:02:24
https://cogthera.de/#erfahren,cogthera.de,Germany,Active,200,Kognitives Training für Menschen mit MCI und leichter Demenz,AI/ML Healthcare,Manual,2025-07-21 09:02:26
https://www.comuny.de/,www.comuny.de,Germany,Active,200,Dieser Account ist zur Zeit nicht erreichbar,Other,Manual,2025-07-21 09:02:28
https://curecurve.de/elina-app/,curecurve.de,Germany,Active,200,Solutions &#8211; CureCurve Medical AI,AI/ML Healthcare,Manual,2025-07-21 09:02:30
https://www.cynteract.com/de/rehabilitation,www.cynteract.com,International/US,Inactive,0,HTTP Error 404: Not Found,Rehabilitation,Manual,2025-07-21 09:02:31
https://www.healthmeapp.de/de/,www.healthmeapp.de,Germany,Active,200,HealthMe die Digitale Ernährungsnavigator App für gesundes Essen,Other,Manual,2025-07-21 09:02:34
https://deepeye.ai/,deepeye.ai,AI Domain,Active,200,AI Therapy Assistant for Retinal Diseases | deepeye Medical,AI/ML Healthcare,Manual,2025-07-21 09:02:36
https://www.deepmentation.ai/,www.deepmentation.ai,AI Domain,Active,200,deepmentation.ai – Wir bringen KI in Ihr Unternehmen.,AI/ML Healthcare,Manual,2025-07-21 09:02:39
https://denton-systems.de/,denton-systems.de,Germany,Inactive,0,HTTP Error 410: Gone,Other,Manual,2025-07-21 09:02:40
https://www.derma2go.com/,www.derma2go.com,International/US,Active,200,Online Hautarzt ohne Termin: Schnelle Diagnose,Other,Manual,2025-07-21 09:02:43
https://www.dianovi.com/,www.dianovi.com,International/US,Active,200,Produkt | Dianovi,Other,Manual,2025-07-21 09:02:44
http://dopavision.com/,dopavision.com,International/US,Active,200,Dopavision,Other,Manual,2025-07-21 09:02:46
