url,source,confidence,category,country,method,notes
https://deepeye.ai/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://www.deepmentation.ai/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://denton-systems.de/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://www.derma2go.com/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://www.dianovi.com/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
http://dopavision.com/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://www.dpv-analytics.com/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
http://www.ecovery.de/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://elixionmedical.com/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://www.empident.de/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://eye2you.ai/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://www.fitwhit.de/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://www.floy.com/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://fyzo.de/assistant,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://www.gesund.de/app,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://www.glaice.de/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://gleea.de/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://www.guidecare.de/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://www.apodienste.com/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://www.help-app.de/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://www.heynanny.com/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://incontalert.de/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://home.informme.info/,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://www.kranushealth.com/de/therapien/haeufiger-harndrang,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://www.kranushealth.com/de/therapien/inkontinenz,User Verified,10,Verified Health Tech,Germany/Europe,Hardcoded,
https://www.ada.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.doctolib.de/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.kaia-health.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.teleclinic.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.zavamed.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.medwing.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.felmo.de/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.viomedo.de/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.caresyntax.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.merantix.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.contextflow.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.heartkinetics.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.samedi.de/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.medigene.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.smartpatient.eu/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.doctolib.fr/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.livi.co.uk/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.babylon.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.echo.co.uk/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.accurx.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.zava.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.medgate.ch/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.kry.se/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.medadom.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.qare.fr/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.1177.se/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.netdoktor.dk/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.opensafely.org/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.owkin.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.benevolent.ai/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.exscientia.ai/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.healx.io/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.insilico.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.braun.com/,Curated List,8,Enterprise/Non-Startup,Europe/International,Manual Curation,
https://www.boehringer-ingelheim.com/,Curated List,8,Enterprise/Non-Startup,Europe/International,Manual Curation,
https://www.qiagen.com/,Curated List,8,Enterprise/Non-Startup,Europe/International,Manual Curation,
https://www.mindmaze.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.sophia-genetics.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.veracyte.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.tempus.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.flatiron.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.paige.ai/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.path.ai/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.viz.ai/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
https://www.arterys.com/,Curated List,8,Curated Health Tech,Europe/International,Manual Curation,
http://proxectos.citius.usc.es/servando,GitHub: telemedicine platform,6,GitHub Project,,Enhanced Discovery,
https://zipprr.com/practo-clone,GitHub: telemedicine platform,6,GitHub Project,,Enhanced Discovery,
https://meddigital.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinic-smart.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://health-tech.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinicapp.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://doc-app.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinicsmart.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://caredigital.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://healthai.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://care-smart.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://caredigital.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinic-digital.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://med-tech.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://caresmart.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://medapp.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://healthai.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://healthdigital.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinic-tech.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinicai.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinic-tech.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://docsmart.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://doc-tech.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://health-tech.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://med-digital.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinicdigital.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinic-ai.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinic-app.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://doctech.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://health-ai.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://care-ai.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://careai.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://doc-digital.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://docai.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://healthapp.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://doc-app.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://healthdigital.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://medapp.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://medtech.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://caredigital.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://medai.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://health-app.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://health-app.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://caretech.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinicdigital.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://care-ai.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://med-smart.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://health-smart.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://doc-digital.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://doc-digital.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinic-app.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://care-smart.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://healthtech.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://health-smart.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://doc-ai.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://caresmart.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://healthsmart.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinic-app.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinictech.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://medsmart.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinicapp.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://care-tech.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://medapp.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://med-app.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://med-ai.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://caretech.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://care-ai.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://docai.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://careapp.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://med-app.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://doc-tech.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://doctech.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://docai.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://healthdigital.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://docapp.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinic-digital.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://meddigital.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://careapp.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinicapp.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://caresmart.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://med-digital.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://docapp.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinictech.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinic-ai.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://med-ai.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinic-smart.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://med-tech.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://healthai.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://healthapp.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinicsmart.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://care-digital.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://med-app.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://doc-smart.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://medsmart.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://med-digital.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinicdigital.io/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://health-app.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://medsmart.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://clinictech.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://care-app.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://med-tech.de/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
https://care-app.com/,Generated Pattern,3,Potential Domain,,Enhanced Discovery,
